review_id,customer_id,book_id,rating,review_text,created_at
1212,1008,4,5,A masterpiece. Every chapter left me wanting more.,2021-08-15 08:02:45
5486,398,14,4,,2024-04-03 04:43:15
4407,1693,1,4,Liked it. The first half is stronger than the second.,2023-01-04 09:20:45
1648,17,1,4,Liked it. The first half is stronger than the second.,2023-10-01 21:36:29
4838,1762,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-11 19:27:53
2429,2353,4,4,Above average. Would recommend to fans of the genre.,2021-02-14 20:03:42
458,1597,2,4,Above average. Would recommend to fans of the genre.,2024-12-31 07:41:45
3893,792,9,4,Liked it. The first half is stronger than the second.,2024-03-27 14:31:56
4792,821,2,3,,2022-10-23 06:41:59
2554,814,2,4,Mostly great. The middle section drags a bit.,2023-08-17 15:24:35
498,1718,27,4,Liked it. The first half is stronger than the second.,2023-12-04 21:37:10
2490,936,1,4,Above average. Would recommend to fans of the genre.,2022-08-05 11:45:49
1259,582,16,3,Decent read. Not my favourite but not bad either.,2023-02-22 08:51:37
3619,1379,1,3,It was okay. The hype around this book is a bit overstated.,2023-01-10 11:56:39
5319,2297,3,3,"Mixed feelings. Good premise, mediocre execution.",2024-07-15 09:21:06
4383,2387,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2022-11-25 21:43:56
882,1751,11,4,Mostly great. The middle section drags a bit.,2021-09-30 14:19:37
2467,1983,5,3,Had potential but did not quite deliver on its promise.,2024-11-22 10:56:46
3548,2356,2,5,Absolutely loved this book — couldn't put it down!,2024-06-21 19:18:36
2947,1599,2,3,It was okay. The hype around this book is a bit overstated.,2024-01-08 16:21:50
2407,2455,183,3,,2021-10-20 23:10:09
2850,1597,1,4,"Good book, though the ending felt a little rushed.",2024-11-20 19:46:12
1173,2540,151,3,"Some interesting parts, but overall felt underwhelming.",2023-01-24 18:01:38
1319,1372,15,6,Above average. Would recommend to fans of the genre.,2023-01-29 16:33:19
3405,1692,30,3,Neither great nor terrible. Passes the time.,2024-10-13 12:48:54
4185,1060,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-07-08 09:33:24
3046,1225,178,5,One of the best reads I have had in years. Highly recommended.,2023-01-23 16:07:27
3986,1530,4,3,"Mixed feelings. Good premise, mediocre execution.",2024-07-18 11:29:52
5479,1815,39,4,Above average. Would recommend to fans of the genre.,2024-09-23 19:16:32
3330,2179,1,4,Above average. Would recommend to fans of the genre.,2024-03-15 20:56:33
595,2434,1,3,Decent read. Not my favourite but not bad either.,2024-10-09 19:59:58
4017,583,5,4,A very good read overall. Some chapters were slow but worth it.,2024-08-19 16:33:15
2898,1306,1,3,Had potential but did not quite deliver on its promise.,2023-08-25 15:12:50
132,2075,1,3,"Some interesting parts, but overall felt underwhelming.",2021-10-14 05:07:31
2959,173,3,4,Well-written and engaging. A few plot holes but forgivable.,2020-08-03 20:59:40
1056,277,2,5,The writing is exceptional and the story gripped me from page one.,2024-10-04 13:12:31
3060,1627,5,3,Decent read. Not my favourite but not bad either.,2024-05-26 21:50:50
810,1082,2,4,Well-written and engaging. A few plot holes but forgivable.,2022-09-12 05:06:08
4239,2336,2,4,Above average. Would recommend to fans of the genre.,2024-11-18 08:21:53
4652,2121,2,4,A very good read overall. Some chapters were slow but worth it.,2023-03-16 15:34:18
4775,1919,18,3,Decent read. Not my favourite but not bad either.,2023-12-07 11:01:49
2261,2646,2,2,,2024-06-01 13:02:15
4565,1049,13,2,Struggled to get through it. The story meanders endlessly.,2022-10-20 06:01:35
382,2536,4,2,Disappointed. Expected much more based on the reviews.,2024-12-29 09:01:20
3424,572,8,4,Above average. Would recommend to fans of the genre.,2024-10-07 13:02:59
4365,2708,1,4,Above average. Would recommend to fans of the genre.,2024-07-21 21:40:55
3782,1697,2,3,Decent read. Not my favourite but not bad either.,2021-10-26 08:56:26
1074,2037,2,4,Well-written and engaging. A few plot holes but forgivable.,2024-11-12 08:25:40
676,2618,1,2,The plot felt disjointed and the pacing was off throughout.,2021-04-30 07:16:22
1075,1034,2,5,Absolutely loved this book — couldn't put it down!,2022-09-16 00:44:56
2370,19,11,4,A very good read overall. Some chapters were slow but worth it.,2023-11-14 09:58:11
1273,931,2,3,"Some interesting parts, but overall felt underwhelming.",2021-01-24 18:09:10
4144,977,4,3,Had potential but did not quite deliver on its promise.,2024-05-04 14:59:20
195,61,1,4,Liked it. The first half is stronger than the second.,2024-06-22 10:29:04
180,1085,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-10-12 16:16:11
3358,1799,2,2,Would not recommend. Too slow and the payoff was not worth it.,2022-02-01 12:28:58
3032,2078,19,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-10-26 15:00:17
1775,737,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-10-20 21:29:50
3009,1064,3,5,Brilliant narrative. The characters feel genuinely real.,2024-12-07 16:04:34
1860,2637,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-01-01 07:09:11
4766,1395,2,5,I finished this in two sittings. Absolutely riveting.,2024-10-22 23:53:42
4441,918,5,3,Decent read. Not my favourite but not bad either.,2024-09-24 10:51:28
3977,1999,5,4,Liked it. The first half is stronger than the second.,2024-04-06 08:10:42
3397,522,1,0,Decent read. Not my favourite but not bad either.,2021-07-26 16:45:39
4100,892,153,4,Liked it. The first half is stronger than the second.,2023-10-23 12:25:24
833,1413,29,4,A very good read overall. Some chapters were slow but worth it.,2022-04-06 16:27:30
2755,149,1,3,It was okay. The hype around this book is a bit overstated.,2024-11-20 17:35:26
4116,723,20,3,"Some interesting parts, but overall felt underwhelming.",2024-12-20 00:38:16
3783,1865,12,5,Absolutely loved this book — couldn't put it down!,2023-06-13 18:57:19
1727,1187,50,4,"Good book, though the ending felt a little rushed.",2024-01-28 12:52:03
33,310,3,5,I finished this in two sittings. Absolutely riveting.,2020-02-06 11:16:53
303,740,2,2,Not for me. The writing style felt very dated.,2024-11-01 15:49:54
5276,2285,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-10-26 17:27:50
2311,1617,1,4,Well-written and engaging. A few plot holes but forgivable.,2024-09-02 07:22:24
4125,2548,1,3,Neither great nor terrible. Passes the time.,2022-03-19 22:24:49
4576,172,4,3,"Mixed feelings. Good premise, mediocre execution.",2024-02-01 09:54:20
391,525,1,5,This book changed the way I think. A must-read for everyone.,2024-12-07 15:48:38
1009,1603,6,2,Disappointed. Expected much more based on the reviews.,2021-04-13 03:04:19
3394,490,3,2,Not for me. The writing style felt very dated.,2022-02-24 19:29:40
691,1111,3,4,Mostly great. The middle section drags a bit.,2024-12-31 09:23:15
3585,336,2,5,Perfect blend of story and insight. Will read again.,2024-03-23 19:09:52
5073,757,4,4,A very good read overall. Some chapters were slow but worth it.,2022-09-18 17:28:46
2021,2581,1,5,A masterpiece. Every chapter left me wanting more.,2024-05-17 12:16:28
1031,1348,1,3,Had potential but did not quite deliver on its promise.,2023-08-06 17:59:44
4446,2716,53,5,One of the best reads I have had in years. Highly recommended.,2024-04-20 05:26:54
4149,624,1,3,"Mixed feelings. Good premise, mediocre execution.",2022-10-25 18:51:59
1888,277,94,4,Mostly great. The middle section drags a bit.,2022-03-01 18:44:50
1077,1718,2,5,Beautifully written. The author's style is simply stunning.,2023-01-08 20:54:04
3747,1500,5,4,A very good read overall. Some chapters were slow but worth it.,2024-09-15 14:09:08
5407,301,30,3,Average. Had its moments but failed to really engage me.,2024-06-14 08:23:35
4308,790,3,3,Had potential but did not quite deliver on its promise.,2024-09-28 13:23:02
861,1155,11,3,"Mixed feelings. Good premise, mediocre execution.",2022-10-16 08:07:05
705,1247,5,3,,2023-04-06 18:33:12
964,2698,1,3,Had potential but did not quite deliver on its promise.,2024-04-23 20:49:00
1573,1655,2,4,"Good book, though the ending felt a little rushed.",2024-04-20 17:29:01
4513,2686,3,3,,2024-12-03 04:58:21
5538,1505,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-09-09 13:17:00
1307,1764,2,6,A masterpiece. Every chapter left me wanting more.,2024-11-09 20:20:11
264,1809,1,4,,2021-06-20 15:54:51
750,1569,2,0,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-11-01 20:12:17
2130,2237,2,3,Had potential but did not quite deliver on its promise.,2022-11-17 16:38:17
1899,13,4,3,It was okay. The hype around this book is a bit overstated.,2024-08-23 02:02:56
1242,504,3,4,"Good book, though the ending felt a little rushed.",2022-01-26 15:30:22
3117,1681,3,4,Liked it. The first half is stronger than the second.,2020-02-28 06:18:43
3605,1929,2,3,Decent read. Not my favourite but not bad either.,2024-01-09 05:45:01
490,75,6,3,Had potential but did not quite deliver on its promise.,2024-12-31 15:03:01
4754,1547,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-09-18 07:19:34
1221,1865,6,4,,2024-09-20 18:04:25
1730,1720,2,4,Mostly great. The middle section drags a bit.,2023-07-27 19:19:04
435,628,4,4,Liked it. The first half is stronger than the second.,2024-06-09 12:57:32
2360,61,41,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-06-08 06:48:06
4758,2150,4,2,Struggled to get through it. The story meanders endlessly.,2023-08-28 19:36:52
4912,1417,5,4,Mostly great. The middle section drags a bit.,2024-10-26 15:34:49
1231,2540,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-10-28 15:35:47
594,852,1,3,Average. Had its moments but failed to really engage me.,2024-12-28 15:29:42
1571,2126,10,4,Above average. Would recommend to fans of the genre.,2023-11-23 09:52:00
3979,127,24,5,Exceeded all my expectations. Truly extraordinary.,2021-08-15 04:48:06
5089,2799,4,3,Decent read. Not my favourite but not bad either.,2020-06-16 18:29:05
4242,698,1,4,Mostly great. The middle section drags a bit.,2024-06-30 19:16:00
3967,654,2,3,Decent read. Not my favourite but not bad either.,2023-01-02 11:03:52
398,930,1,3,"Some interesting parts, but overall felt underwhelming.",2024-11-19 13:56:23
2245,858,7,5,Beautifully written. The author's style is simply stunning.,2023-03-18 09:39:35
62,547,1,4,"Good book, though the ending felt a little rushed.",2022-09-08 22:57:46
4523,791,3,4,Mostly great. The middle section drags a bit.,2024-09-30 21:14:47
5170,1489,3,4,Mostly great. The middle section drags a bit.,2022-08-29 08:03:39
3387,2454,10,4,A very good read overall. Some chapters were slow but worth it.,2023-11-14 12:10:56
2259,98,12,4,,2024-07-19 23:58:08
3289,1758,4,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-10-25 22:44:09
2187,2486,5,3,Average. Had its moments but failed to really engage me.,2024-04-18 11:13:20
4718,2418,2,3,Neither great nor terrible. Passes the time.,2024-11-26 14:04:32
2454,2205,2,5,I finished this in two sittings. Absolutely riveting.,2024-11-24 17:59:37
2432,1696,7,4,"Good book, though the ending felt a little rushed.",2024-02-08 07:22:38
3114,724,11,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-05-24 18:56:59
3737,2306,5,1,Could not finish it. Extremely boring.,2024-04-29 08:48:04
2854,1412,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-11-21 12:02:03
3975,2375,2,4,,2024-04-13 17:35:46
3080,690,4,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-02-09 13:37:32
4132,25,1,4,Mostly great. The middle section drags a bit.,2022-10-10 12:45:26
4190,533,19,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-04 20:13:21
1716,597,2,3,Had potential but did not quite deliver on its promise.,2022-08-17 08:15:23
3464,1920,9,5,One of the best reads I have had in years. Highly recommended.,2020-05-21 09:53:13
4262,2296,9,4,Mostly great. The middle section drags a bit.,2021-06-02 07:30:01
552,1308,1,3,,2022-11-27 09:00:30
1609,1533,1,4,Well-written and engaging. A few plot holes but forgivable.,2020-03-28 13:38:08
1159,1277,1,4,"Good book, though the ending felt a little rushed.",2022-04-11 18:29:18
4643,2799,2,4,"Good book, though the ending felt a little rushed.",2023-10-30 11:27:27
2920,1257,100,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-10-01 09:43:26
4297,911,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-10-28 20:01:33
271,2533,3,3,Decent read. Not my favourite but not bad either.,2024-03-29 20:54:09
3899,969,33,3,Neither great nor terrible. Passes the time.,2024-08-10 09:10:04
418,2361,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-09-07 17:25:29
4479,1014,3,4,Liked it. The first half is stronger than the second.,2023-12-29 10:17:55
5023,1306,13,2,,2022-04-04 13:42:26
352,703,1,5,Absolutely loved this book — couldn't put it down!,2024-07-29 19:09:38
5401,163,10,2,Disappointed. Expected much more based on the reviews.,2020-09-13 21:17:50
1113,1437,1,4,Liked it. The first half is stronger than the second.,2024-06-22 08:46:50
1468,2546,22,3,,2021-08-14 12:29:33
115,1027,4,5,This book changed the way I think. A must-read for everyone.,2024-03-29 20:49:44
4123,332,4,3,Neither great nor terrible. Passes the time.,2024-05-30 17:23:37
3654,2008,18,4,Liked it. The first half is stronger than the second.,2023-04-15 19:17:55
